nit_enmascarado,num_oblig_orig_enmascarado,num_oblig_enmascarado,fecha_var_rpta_alt
390931,607698,472644,202401
259192,471349,608993,202401
381620,974452,105890,202401
300158,942398,137944,202401
471761,105261,982515,202401
257441,740313,340029,202401
158449,1076996,3346,202401
43299,658899,421443,202401
299930,390411,689477,202401
141645,483145,597197,202401
238166,96142,991629,202401
102323,871080,209262,202401
353910,357838,722025,202401
12991,531446,548896,202401
600888,1019875,60467,202401
455285,335897,744688,202401
176186,872256,208086,202401
506268,33884,1071144,202401
479782,622698,457644,202401
98852,266187,816816,202401
405405,801677,278665,202401
456522,81135,1024117,202401
447857,884107,196235,202401
470877,701630,378712,202401
546660,162992,925124,202401
151046,520006,560336,202401
626605,570985,509357,202401
536120,571992,508350,202401
203598,667326,413016,202401
176802,202529,882707,202401
386299,41806,1063299,202401
601381,543140,537202,202401
153815,344177,736501,202401
262104,892042,188300,202401
515692,724297,356045,202401
500242,166343,921780,202401
527895,912918,167424,202401
18038,476522,603820,202401
119650,992488,87854,202401
235316,141991,946108,202401
621619,220409,862379,202401
144353,337852,742777,202401
57623,169300,918833,202401
66897,179090,909031,202401
485331,867358,212984,202401
388894,91469,996294,202401
125334,1024524,55818,202401
352777,874099,206243,202401
536908,212881,869877,202401
593624,1061070,19272,202401
574208,673203,407139,202401
168015,566325,514017,202401
469040,644759,435583,202401
526388,1014072,66270,202401
618753,378617,701238,202401
119751,364422,715429,202401
191225,830909,249433,202401
384514,472145,608197,202401
384953,464168,616174,202401
525664,661920,418422,202401
40183,433385,646738,202401
40925,817234,263108,202401
194556,696594,383748,202401
26696,743624,336718,202401
286956,539694,540648,202401
435724,181723,906411,202401
479936,769650,310692,202401
625560,978019,102323,202401
527062,1015228,65114,202401
105595,322941,760193,202401
483769,322926,760209,202401
599725,497692,582650,202401
379984,963809,116533,202401
114231,872164,208178,202401
358874,334026,746551,202401
230421,959271,121071,202401
520545,694625,385717,202401
47760,472362,607980,202401
202743,195755,892501,202401
177693,375807,704046,202401
520231,791060,289282,202401
600698,751513,328829,202401
92239,733134,347208,202401
278311,465910,614432,202401
348054,344707,735970,202401
67222,565611,514731,202401
218521,718737,361605,202401
603751,407549,672366,202401
492906,296947,786156,202401
517051,875505,204837,202401
307483,958685,121657,202401
17677,841344,238998,202401
120455,514274,566068,202401
259326,229004,853829,202401
400086,221136,861659,202401
560685,398210,681694,202401
221429,148936,939156,202401
102369,1037016,43326,202401
463029,935320,145022,202401
178943,351084,729683,202401
348258,199407,888860,202401
338470,784587,295755,202401
169917,422707,657276,202401
179961,212693,870064,202401
196743,430841,649187,202401
115374,788615,291727,202401
163009,566590,513752,202401
57388,462069,618270,202401
425529,996836,83506,202401
620351,764957,315385,202401
380956,236444,846481,202401
206805,672334,408008,202401
388273,175805,912292,202401
240182,823526,256816,202401
557358,187095,901053,202401
161369,272232,810780,202401
376768,403036,676884,202401
484544,901871,178471,202401
204985,663914,416428,202401
476270,587972,492370,202401
361664,279009,804028,202401
291028,741913,338429,202401
555056,490829,589513,202401
266031,1045456,34886,202401
393572,757698,322644,202401
614356,946074,134268,202401
35469,517678,562664,202401
175559,184371,903767,202401
45169,1038781,41561,202401
555872,283656,799395,202401
554486,393230,686675,202401
499225,874517,205825,202401
85748,541144,539198,202401
269968,599029,481313,202401
330991,710674,369668,202401
30199,780427,299915,202401
361055,598288,482054,202401
191477,432110,647962,202401
215118,739097,341245,202401
180761,80823,1024421,202401
435077,799514,280828,202401
173135,537811,542531,202401
282457,485441,594901,202401
618710,302836,780279,202401
436210,165594,922524,202401
570128,842164,238178,202401
72516,1040415,39927,202401
368742,823712,256630,202401
434313,69993,1035055,202401
477274,641699,438643,202401
159862,704330,376012,202401
323731,1064122,16220,202401
122830,89590,1015722,202401
468053,104879,982894,202401
144072,828491,251851,202401
601825,542318,538024,202401
229917,736463,343879,202401
274866,572717,507625,202401
591555,186930,901217,202401
520040,633408,446934,202401
39187,361036,718827,202401
365615,148855,939238,202401
213168,985579,94763,202401
452417,335505,745078,202401
96970,127679,960168,202401
226917,1075078,5264,202401
227791,228769,854064,202401
448669,834932,245410,202401
123731,757751,322591,202401
275024,201648,886622,202401
473994,241638,841381,202401
504422,835202,245140,202401
439297,190166,898070,202401
356719,969038,111304,202401
212825,687741,392601,202401
310365,25468,1009616,202401
315817,386,876781,202401
306483,28034,752943,202401
391629,127174,971247,202401
219893,28488,753216,202401
234302,623481,456861,202401
86252,9133,1001938,202401
618620,1067437,12905,202401
46476,6728,1001427,202401
411593,218410,858667,202401
519064,25845,1009235,202401
310255,25311,997569,202401
208916,291713,791343,202401
73517,209319,873410,202401
308506,28846,885715,202401
311015,24778,884763,202401
578918,11031,1002940,202401
199369,2054,1078004,202401
525821,332972,745397,202401
370681,692864,387478,202401
385652,840623,239719,202401
610026,1023053,57289,202401
175400,625423,454919,202401
285503,9383,1013355,202401
532031,10270,1000050,202401
439274,386287,697614,202401
279377,4842,1005969,202401
35558,28288,753763,202401
312817,27150,1009806,202401
473989,1023465,56877,202401
452830,360956,718906,202401
183745,190027,898208,202401
151782,91555,996208,202401
33318,1047819,32523,202401
249662,992981,87361,202401
431530,183103,905034,202401
407198,721791,358551,202401
400350,548452,531890,202401
399747,190073,898162,202401
83554,540301,540041,202401
294556,691536,388806,202401
150847,576606,503736,202401
59694,502573,577769,202401
265490,1051353,28989,202401
368927,429161,650838,202401
295452,652968,427374,202401
499142,810968,269374,202401
608974,886857,193485,202401
61156,653349,426993,202401
182439,469053,611289,202401
31283,1003635,76707,202401
89201,643294,437048,202401
62770,1033804,46538,202401
22184,736175,344167,202401
420242,829490,250852,202401
32483,642244,438098,202401
168143,573502,506840,202401
119612,783553,296789,202401
76896,138698,949399,202401
246104,899259,181083,202401
9885,300599,782514,202401
60466,646495,433847,202401
298632,305435,777670,202401
138462,717022,363320,202401
142758,356748,723115,202401
618205,957417,122925,202401
209810,776816,303526,202401
154076,1054376,25966,202401
147970,633101,447241,202401
517261,872814,207528,202401
317308,96916,990854,202401
534892,92863,994905,202401
76712,237105,802002,202401
283595,821467,258875,202401
312335,27835,883687,202401
365881,1031369,48973,202401
318886,158802,929309,202401
98980,1020900,59442,202401
162082,1075983,4359,202401
485443,856176,224166,202401
200568,545039,535303,202401
410092,756874,323468,202401
19316,448516,631841,202401
403040,68788,1036252,202401
438805,754113,326229,202401
603855,624892,455450,202401
245508,264606,818385,202401
237901,782790,297552,202401
66422,417102,662893,202401
193245,606948,473394,202401
127317,199114,889152,202401
386170,740760,339582,202401
469078,151011,937084,202401
500857,86789,1018478,202401
473546,833372,246970,202401
129630,293462,789618,202401
355042,857941,222401,202401
519426,476119,604223,202401
258578,392825,687084,202401
110452,566890,513452,202401
146110,976647,103695,202401
525340,664399,415943,202401
543239,852579,227763,202401
116390,1020179,60163,202401
56024,388517,691338,202401
420359,512678,567664,202401
339268,93019,994748,202401
107022,747419,332923,202401
144190,413796,666126,202401
307984,1001621,78721,202401
103437,1036334,44008,202401
485294,1071429,8913,202401
275640,131547,956321,202401
565634,480823,599519,202401
436648,1073124,7218,202401
32536,952564,127778,202401
322403,145717,942379,202401
608135,265122,817867,202401
213990,700063,380279,202401
599788,178281,909838,202401
602711,391179,688727,202401
298796,752974,327368,202401
518298,421622,658365,202401
110232,731573,348769,202401
145731,486718,593624,202401
625168,916658,163684,202401
531093,870547,209795,202401
270284,603958,476384,202401
9770,452081,628277,202401
547684,359982,719880,202401
179491,511360,568982,202401
344,519059,561283,202401
226271,126744,961092,202401
269249,203408,881836,202401
179287,149733,938358,202401
273067,359141,720719,202401
17923,636724,443618,202401
151092,137391,950718,202401
358316,73916,1031135,202401
486170,267830,815180,202401
248935,463296,617046,202401
291623,33430,1071599,202401
286612,254283,828709,202401
201582,1019246,61096,202401
633562,809867,270475,202401
503638,62752,1042235,202401
223760,217659,865113,202401
479645,393433,686476,202401
167886,157307,930794,202401
114020,337865,742764,202401
513586,379283,700573,202401
537691,382340,697513,202401
21287,80456,1024774,202401
602527,74690,1030363,202401
516352,518232,562110,202401
488045,286015,797049,202401
456840,709428,370914,202401
578761,165086,923036,202401
425051,1073675,6667,202401
55495,91895,995869,202401
264129,911910,168432,202401
219252,569200,511142,202401
15289,482533,597809,202401
91227,257567,825414,202401
285440,977233,103109,202401
46230,434295,645869,202401
279375,536480,543862,202401
333660,873837,206505,202401
416758,511389,568953,202401
262218,980915,99427,202401
198591,960736,119606,202401
142693,789666,290676,202401
626713,871381,208961,202401
36997,641003,439339,202401
12242,1058339,22003,202401
315039,852580,227762,202401
455262,57728,1047238,202401
437672,81387,1023863,202401
460522,621167,459175,202401
475891,628583,451759,202401
401881,332238,748330,202401
478943,809758,270584,202401
275826,602841,477501,202401
303210,431608,648449,202401
424997,403447,676471,202401
542319,672761,407581,202401
287106,851201,229141,202401
31685,130817,957033,202401
23630,192834,895411,202401
123599,833696,246646,202401
181822,334475,746106,202401
46381,407779,672140,202401
185611,997264,83078,202401
7766,249788,833214,202401
51578,1030552,49790,202401
131815,801349,278993,202401
181435,464364,615978,202401
582312,486563,593779,202401
268218,1041261,39081,202401
427155,117000,970813,202401
506471,560750,519592,202401
21736,810414,269928,202401
331354,950135,130207,202401
92233,85696,1019564,202401
20185,19962,1080166,202401
481813,121058,966764,202401
370554,183961,904179,202401
102124,42682,1062127,202401
75097,82283,1022965,202401
364045,1048229,32113,202401
231541,1063384,16958,202401
542505,660442,419900,202401
11944,227538,855289,202401
255246,985760,94582,202401
304285,219619,863172,202401
80906,761014,319328,202401
470718,701214,379128,202401
331485,871817,208525,202401
139594,516508,563834,202401
296712,1046975,33367,202401
15353,1030921,49421,202401
278174,729880,350462,202401
486292,365418,714437,202401
83225,239578,843439,202401
456525,272667,810351,202401
546684,53749,1051202,202401
41575,623485,456857,202401
607061,105622,982158,202401
501410,516412,563930,202401
372294,100927,986847,202401
64331,314525,768617,202401
259991,186175,901976,202401
159347,955401,124941,202401
276065,1006893,73449,202401
173506,139434,948666,202401
571307,872306,208036,202401
313078,772269,308073,202401
158320,195613,892642,202401
91098,569786,510556,202401
438745,743597,336745,202401
248765,422274,657713,202401
302818,286651,796409,202401
13464,552877,527465,202401
87232,89376,1015929,202401
213407,126504,961329,202401
260762,118981,968846,202401
544973,564214,516128,202401
497723,672978,407364,202401
439247,743852,336490,202401
311967,30925,878171,202401
539255,5620,1009660,202401
316076,14558,997618,202401
315628,7541,999140,202401
330617,70648,1046803,202401
413483,227064,855756,202401
577628,515243,565099,202401
346281,260836,822150,202401
331015,378759,701095,202401
345136,904503,175839,202401
368666,507560,572782,202401
401550,321335,761816,202401
27926,498213,582129,202401
605470,420881,659108,202401
153333,1078926,1416,202401
267419,319178,763964,202401
582410,162757,925354,202401
607208,709514,370828,202401
584524,535363,544979,202401
280341,746943,333399,202401
568250,498780,581562,202401
479163,756849,323493,202401
493497,394030,685878,202401
127980,487650,592692,202401
265398,435732,644497,202401
498687,717652,362690,202401
245340,1036731,43611,202401
157612,559769,520573,202401
217224,734324,346018,202401
515999,954455,125887,202401
282020,977302,103040,202401
214959,655084,425258,202401
327933,872208,208134,202401
223287,214160,868601,202401
218917,827483,252859,202401
67533,252542,830468,202401
111641,582291,498051,202401
572019,122134,965682,202401
147447,695982,384360,202401
579696,498513,581829,202401
292219,693336,387006,202401
384014,811704,268638,202401
20924,575200,505142,202401
316933,1049849,30493,202401
256097,329263,751431,202401
511902,773378,306964,202401
339390,307343,775780,202401
357351,397146,682755,202401
47509,663276,417066,202401
48629,890873,189469,202401
531274,190040,898195,202401
16184,656439,423903,202401
348864,219476,857105,202401
306631,9851,1075665,202401
557712,6096,1001833,202401
312739,26087,752706,202401
306255,29862,1014322,202401
308026,31652,884078,202401
519254,635437,444905,202401
343587,1051,1074488,202401
311951,1032715,47627,202401
602386,684101,396241,202401
102564,35320,1069734,202401
32776,599518,480824,202401
171433,253755,829243,202401
450183,321355,761796,202401
287856,796165,284177,202401
346642,324918,758212,202401
374599,549616,530726,202401
24806,415592,664364,202401
488823,64803,1040208,202401
355177,457406,622926,202401
150034,711667,368675,202401
330528,69595,1035458,202401
373017,304221,778886,202401
359451,796523,283819,202401
224603,721047,359295,202401
562842,147690,940405,202401
471804,810485,269857,202401
512555,1025299,55043,202401
400350,548436,531906,202401
80919,886101,194241,202401
72346,1059570,20772,202401
112940,774061,306281,202401
126525,144621,943480,202401
243954,604314,476028,202401
544263,377138,702718,202401
51763,234146,848698,202401
274119,140036,948068,202401
97018,1019011,61331,202401
282254,872735,207607,202401
128693,634917,445425,202401
628170,323152,759979,202401
176699,440486,639819,202401
1550,191204,897034,202401
79908,264039,818954,202401
383545,612926,467416,202401
583639,254960,828029,202401
268510,544324,536018,202401
522912,648034,432308,202401
527331,247434,835568,202401
71782,32206,878283,202401
306532,2984,998140,202401
176754,769070,311272,202401
281788,789240,291102,202401
150482,745687,334655,202401
285488,210986,871763,202401
437961,149370,938720,202401
516408,62420,1042569,202401
307208,29859,1062709,202401
181073,600925,479417,202401
607945,685890,394452,202401
255746,471242,609100,202401
223481,448450,631906,202401
310749,12190,1002138,202401
78451,331531,747862,202401
448038,1338,1003119,202401
141144,651953,428389,202401
369951,454178,626164,202401
363858,1046282,34060,202401
590188,574587,505755,202401
435460,315943,767197,202401
602379,77467,1027620,202401
492185,946427,133915,202401
116043,120948,966876,202401
103766,1026679,53663,202401
146365,636686,443656,202401
76977,602004,478338,202401
381531,958835,121507,202401
507759,162649,925465,202401
356372,99299,988480,202401
302441,1041491,38851,202401
201032,546902,533440,202401
308509,790073,290269,202401
203492,632987,447355,202401
162381,127776,960074,202401
163256,1070545,9797,202401
10789,791597,288745,202401
78961,377701,702160,202401
296604,335170,745413,202401
630440,954346,125996,202401
371430,725481,354861,202401
236697,436001,644237,202401
291802,445226,635105,202401
373655,268005,815006,202401
69810,201601,886669,202401
364876,956005,124337,202401
375476,844615,235727,202401
44326,682561,397781,202401
320196,365455,714399,202401
624693,886703,193639,202401
467418,114316,973504,202401
95462,130935,956916,202401
137438,955643,124699,202401
435122,364445,715406,202401
393285,73943,1031108,202401
317464,957040,123302,202401
109810,605498,474844,202401
272569,829357,250985,202401
185172,965697,114645,202401
209411,415673,664288,202401
37965,274904,808118,202401
70184,680726,399616,202401
277875,622283,458059,202401
564923,53841,1051111,202401
310973,22599,1005154,202401
305855,29443,728048,202401
432193,1067528,12814,202401
87856,884856,195486,202401
570677,650586,429756,202401
220570,1060050,20292,202401
239593,710606,369736,202401
538050,571001,509341,202401
298465,857328,223014,202401
492562,1000264,80078,202401
366264,382164,697690,202401
235491,246123,836868,202401
37587,443145,637165,202401
397355,196435,891823,202401
585008,115164,972656,202401
125139,764020,316322,202401
285050,438390,641913,202401
602387,292649,790420,202401
438339,902905,177437,202401
347379,667558,412784,202401
108914,34842,1070204,202401
440370,96772,991001,202401
317344,307599,775523,202401
591865,345737,734954,202401
115252,254113,828881,202401
68349,590868,489474,202401
569557,859338,221004,202401
253464,360766,719097,202401
523251,647657,432685,202401
552809,128341,959511,202401
422729,300229,782882,202401
629240,566119,514223,202401
431131,875019,205323,202401
80762,160506,927599,202401
452499,180653,907477,202401
228588,132178,955731,202401
418241,295648,787450,202401
345852,56788,1048159,202401
311295,1011552,68790,202401
55866,136403,951693,202401
489513,179630,908490,202401
359158,714409,365933,202401
357753,273375,809641,202401
398303,905206,175136,202401
145514,706633,373709,202401
28109,673791,406551,202401
322332,136949,951157,202401
199993,1028751,51591,202401
463392,673963,406379,202401
517434,476970,603372,202401
429397,1050170,30172,202401
452454,150403,937691,202401
564209,764904,315438,202401
462650,305980,777131,202401
384418,990172,90170,202401
280923,637181,443161,202401
540756,374229,705625,202401
277741,766187,314155,202401
472618,673852,406490,202401
547322,97006,990766,202401
465470,267196,815813,202401
349503,364338,715513,202401
482937,769684,310658,202401
478839,275277,807751,202401
430439,806242,274100,202401
127950,94064,993711,202401
520875,1024863,55479,202401
210316,1018557,61785,202401
65287,443654,636668,202401
142747,790875,289467,202401
80006,441038,639279,202401
565618,480815,599527,202401
257288,1042102,38240,202401
173554,645232,435110,202401
215792,467792,612550,202401
418847,469625,610717,202401
512221,886922,193420,202401
259859,482112,598230,202401
203736,908927,171415,202401
349916,421629,658358,202401
289310,754552,325790,202401
436611,1003712,76630,202401
260895,147311,940782,202401
543254,601040,479302,202401
303377,830657,249685,202401
120270,201519,886751,202401
490457,573178,507164,202401
168412,568931,511411,202401
177940,203446,881796,202401
560104,790918,289424,202401
236259,431215,648832,202401
82813,32373,754028,202401
135440,513809,566533,202401
116298,497127,583215,202401
85977,135529,952562,202401
436973,817724,262618,202401
68684,14362,1077115,202401
422292,942757,137585,202401
21888,673396,406946,202401
278899,682962,397380,202401
81542,221504,861286,202401
449956,290770,792285,202401
376381,1075454,4888,202401
3558,832165,248177,202401
207953,853168,227174,202401
493783,394509,685405,202401
539998,193524,894725,202401
548987,344713,735964,202401
246374,641929,438413,202401
410650,298551,784553,202401
605615,202127,883114,202401
589992,590444,489898,202401
611413,274678,808343,202401
172951,540329,540013,202401
471354,733588,346754,202401
498323,633935,446407,202401
181073,600910,479432,202401
434226,100258,987517,202401
158976,994991,85351,202401
474573,163393,924727,202401
366898,790166,290176,202401
98994,669366,410976,202401
608613,83135,1022115,202401
214666,229266,853570,202401
300566,110203,977596,202401
165844,734844,345498,202401
358671,467277,613065,202401
523033,240338,842681,202401
379457,59091,1045881,202401
88117,321625,761523,202401
314845,633969,446373,202401
534818,456048,624281,202401
599922,681291,399051,202401
5392,1055937,24405,202401
203331,168137,919996,202401
323413,100160,987616,202401
327581,151737,936367,202401
180668,1008094,72248,202401
398074,193663,894587,202401
277125,860273,220069,202401
453762,787598,292744,202401
185276,514979,565363,202401
323164,1053726,26616,202401
346057,70446,1034605,202401
180990,702831,377511,202401
405785,1042969,37373,202401
503676,73305,1031748,202401
150950,143967,944136,202401
172211,306756,776362,202401
176925,999221,81121,202401
159347,955404,124938,202401
276853,440274,640031,202401
297545,753064,327278,202401
532117,656784,423558,202401
45930,35771,1069283,202401
368600,98675,989096,202401
323755,847386,232956,202401
617147,772091,308251,202401
208110,387561,692291,202401
477309,640802,439540,202401
15098,690147,390195,202401
619,703808,376534,202401
83786,680299,400043,202401
555735,1849,1073980,202401
206196,4595,1012291,202401
607558,1017294,63048,202401
255595,512509,567833,202401
37562,123609,964216,202401
615339,1035148,45194,202401
173893,315477,767664,202401
449083,638772,441570,202401
245384,126823,961015,202401
233031,518895,561447,202401
220765,1077230,3112,202401
214651,485102,595240,202401
419577,964865,115477,202401
116667,482351,597991,202401
250868,350111,730649,202401
10371,293079,789996,202401
175317,792598,287744,202401
205923,872681,207661,202401
303638,848185,232157,202401
96905,868684,211658,202401
271997,260117,822862,202401
153575,830497,249845,202401
391225,335904,744682,202401
106332,306661,776456,202401
560263,652884,427458,202401
20532,410458,669469,202401
299391,133820,954184,202401
402821,1048227,32115,202401
164391,1069135,11207,202401
332891,60144,1044834,202401
366514,728935,351407,202401
391343,368054,711808,202401
84971,1017448,62894,202401
574013,766378,313964,202401
410716,1050478,29864,202401
274508,1052965,27377,202401
102585,690113,390229,202401
550672,1003488,76854,202401
319061,223342,859457,202401
457266,176476,911630,202401
333795,755497,324845,202401
227656,806505,273837,202401
427877,1054129,26213,202401
596767,661068,419274,202401
403995,760379,319963,202401
22879,715722,364620,202401
125550,795304,285038,202401
370278,1079399,943,202401
409359,85356,1019903,202401
191581,713665,366677,202401
445813,868976,211366,202401
535117,358114,721748,202401
504077,400155,679752,202401
341865,875772,204570,202401
434446,185682,902464,202401
415726,956431,123911,202401
20776,904813,175529,202401
160866,566082,514260,202401
180252,868702,211640,202401
322288,1074155,6187,202401
619573,429781,650221,202401
33620,646817,433525,202401
24678,568264,512078,202401
138593,946722,133620,202401
356164,271480,811535,202401
437774,419077,660913,202401
40959,816562,263780,202401
607043,673100,407242,202401
95202,880180,200162,202401
66604,515250,565092,202401
186832,186905,901242,202401
583519,1019052,61290,202401
410358,619810,460532,202401
5840,519755,560587,202401
303268,585934,494408,202401
280945,635573,444769,202401
522141,616479,463863,202401
95372,382278,697576,202401
26106,284195,798860,202401
283398,682598,397744,202401
251664,974577,105765,202401
534721,560934,519408,202401
260588,97796,989970,202401
120096,684598,395744,202401
225773,617043,463299,202401
25492,333889,746692,202401
186429,922421,157921,202401
261204,314531,768611,202401
495217,388158,691695,202401
44271,390291,689593,202401
593286,332337,748241,202401
4371,716871,363471,202401
28002,121920,965895,202401
145202,630556,449786,202401
80619,419284,660706,202401
231634,820399,259943,202401
37374,920359,159983,202401
550614,167123,921004,202401
218765,181279,906855,202401
305609,605297,475045,202401
295464,299220,783879,202401
301755,294628,788466,202401
99787,691795,388547,202401
323334,889586,190756,202401
621687,1074572,5770,202401
475995,106636,981151,202401
17677,841210,239132,202401
399519,123563,964263,202401
47355,44703,1060120,202401
225810,165264,922853,202401
91549,641748,438594,202401
13871,1052887,27455,202401
261769,373710,706144,202401
541575,671501,408841,202401
402763,456760,623561,202401
27006,211695,871060,202401
565866,935425,144917,202401
612042,665679,414663,202401
412555,599147,481195,202401
460625,801818,278524,202401
261281,443062,637247,202401
155397,38944,1066148,202401
549834,362565,717291,202401
603407,669881,410461,202401
269838,139323,948776,202401
73731,564846,515496,202401
348040,109116,978681,202401
539849,39501,1065593,202401
197661,382179,697675,202401
582805,262151,820830,202401
215261,689183,391159,202401
518879,892533,187809,202401
58198,443606,636713,202401
411291,662935,417407,202401
323786,61526,1043459,202401
192396,82757,1022494,202401
595441,564183,516159,202401
105927,500812,579530,202401
499202,129796,958050,202401
143307,263905,819085,202401
459142,988304,92038,202401
197562,790424,289918,202401
284357,1058506,21836,202401
81949,539000,541342,202401
211868,553703,526639,202401
269266,41850,1063256,202401
633878,710147,370195,202401
115552,797355,282987,202401
280817,44204,1060612,202401
589446,220614,862179,202401
162238,38183,1066901,202401
375772,1077401,2941,202401
253804,790374,289968,202401
386863,297539,785564,202401
515813,98912,988866,202401
251996,618448,461894,202401
46758,106084,981697,202401
605446,1016405,63937,202401
547443,359207,720654,202401
383403,271984,811031,202401
19640,1027824,52518,202401
250350,973846,106496,202401
254594,971866,108476,202401
380629,790523,289819,202401
116710,1046717,33625,202401
500948,707689,372653,202401
169803,457472,622863,202401
593856,753256,327086,202401
292137,729942,350400,202401
498222,829456,250886,202401
574342,392004,687898,202401
631773,217353,865421,202401
420355,1078070,2272,202401
438814,524771,555571,202401
617671,1031825,48517,202401
62974,658754,421588,202401
40892,973911,106431,202401
632449,137393,950716,202401
610187,536723,543619,202401
3749,455597,624739,202401
586981,1028687,51655,202401
381987,44122,1060696,202401
28985,471593,608749,202401
215489,298596,784508,202401
375253,513741,566601,202401
375399,744651,335691,202401
162660,904241,176101,202401
367745,461397,618942,202401
415928,634646,445696,202401
137372,305478,777627,202401
626612,785737,294605,202401
514201,770673,309669,202401
47402,1015285,65057,202401
296476,108177,979618,202401
614009,919809,160533,202401
19054,603378,476964,202401
538365,897202,183140,202401
312296,23388,1003744,202401
314085,23876,1001142,202401
575911,14463,1000130,202401
368412,16312,1080453,202401
311741,25902,997109,202401
445363,809104,271238,202401
477130,640786,439556,202401
609156,691561,388781,202401
415787,377435,702426,202401
17677,841081,239261,202401
273183,507070,573272,202401
490976,221488,861302,202401
388446,199658,888611,202401
172276,493774,586568,202401
316978,219881,862907,202401
184778,871388,208954,202401
430879,776901,303441,202401
25309,743657,336685,202401
486770,194639,893616,202401
137164,391655,688252,202401
332428,884296,196046,202401
100440,81833,1023409,202401
179392,374188,705666,202401
122644,432671,647415,202401
23430,820803,259539,202401
419108,714331,366011,202401
595284,193733,894518,202401
159081,375825,704028,202401
634522,77818,1027269,202401
633031,292706,790363,202401
470471,590886,489456,202401
419277,76291,1028780,202401
123545,329492,751207,202401
565238,500571,579771,202401
159916,713896,366446,202401
197024,895578,184764,202401
316028,722459,357883,202401
157093,591063,489279,202401
3709,825087,255255,202401
598984,609424,470918,202401
385837,57815,1047153,202401
466223,867645,212697,202401
122294,458119,622221,202401
568205,48263,1056561,202401
264432,202967,881664,202401
594793,252094,757849,202401
112582,829185,251157,202401
330151,86367,1018895,202401
57905,3432,1075126,202401
313118,26263,1005963,202401
312579,23906,1076411,202401
278381,677883,402459,202401
562726,866176,214166,202401
240735,336116,744470,202401
118312,537937,542405,202401
219756,860718,219624,202401
64439,82279,1022969,202401
487508,992923,87419,202401
600365,496256,584086,202401
380153,251233,831766,202401
164120,903299,177043,202401
108223,652350,427992,202401
152319,329432,751267,202401
120590,215080,867673,202401
234362,623887,456455,202401
446718,84178,1021076,202401
1527,507284,573058,202401
309552,966140,114202,202401
198112,789854,290488,202401
344076,808357,271985,202401
555155,325707,757428,202401
57197,339453,741190,202401
481540,709156,371186,202401
573868,766035,314307,202401
631306,190255,897981,202401
478089,977987,102355,202401
234507,880159,200183,202401
302399,862456,217886,202401
421295,335075,745509,202401
199170,357037,722829,202401
442477,806590,273752,202401
434428,834265,246077,202401
306891,483422,596920,202401
230015,447718,632632,202401
561821,227720,855108,202401
9647,699074,381268,202401
419269,887790,192552,202401
423505,798615,281727,202401
49145,626942,453400,202401
240428,325016,758114,202401
542934,678042,402300,202401
555001,633277,447065,202401
205798,283701,799351,202401
41653,214956,867800,202401
342755,1030064,50278,202401
539657,411000,668923,202401
427108,104095,983679,202401
70488,832442,247900,202401
435018,156501,931601,202401
150394,808616,271726,202401
435711,1059924,20418,202401
484440,229205,853630,202401
613067,116229,971589,202401
116744,497748,582594,202401
296606,497296,583046,202401
121655,654565,425777,202401
63872,871207,209135,202401
542379,502899,577443,202401
343785,100999,986775,202401
634509,68736,1036306,202401
588748,890662,189680,202401
575071,357167,722697,202401
555750,640069,440273,202401
48189,1058664,21678,202401
561959,99576,988206,202401
84636,903284,177058,202401
581003,52550,1052398,202401
457303,1050148,30194,202401
43091,110215,977584,202401
57922,119691,968134,202401
540316,664848,415494,202401
76791,418176,661822,202401
376049,952599,127743,202401
25418,999121,81221,202401
111609,1073950,6392,202401
137230,485847,594495,202401
145253,501967,578375,202401
604094,168954,919181,202401
262116,280284,802755,202401
520351,475623,604719,202401
557985,699592,380750,202401
634057,146015,942080,202401
135366,153759,934351,202401
312817,27146,883502,202401
486047,1010974,69368,202401
312924,26682,885662,202401
170439,828761,251581,202401
381956,1042034,38308,202401
82581,538531,541811,202401
134923,1079121,1221,202401
610355,665538,414804,202401
624600,696207,384135,202401
350148,349384,731372,202401
39939,511751,568591,202401
263662,603996,476346,202401
125188,283120,799937,202401
231470,226373,856441,202401
283187,692801,387541,202401
278725,84771,1020484,202401
583350,708494,371848,202401
145895,217218,865554,202401
169201,752434,327908,202401
32627,1027734,52608,202401
280665,417677,662320,202401
465826,194128,894124,202401
421279,1061215,19127,202401
153268,594017,486325,202401
10725,706256,374086,202401
233412,761950,318392,202401
126542,437025,643256,202401
302769,507470,572872,202401
128764,503715,576627,202401
450627,401561,678354,202401
306850,481702,598640,202401
451183,174786,913322,202401
122806,515231,565111,202401
201863,498110,582232,202401
542290,109484,978314,202401
298336,764449,315893,202401
23482,222021,860776,202401
155467,523412,556930,202401
354947,870570,209772,202401
291385,610611,469731,202401
99822,449358,631010,202401
117128,540871,539471,202401
261562,615512,464830,202401
499284,996461,83881,202401
362548,183027,905108,202401
148463,1025645,54697,202401
356349,395471,684440,202401
629658,294303,788785,202401
600831,233649,849182,202401
349831,275026,808002,202401
185412,468842,611500,202401
465642,823979,256363,202401
49329,222482,860310,202401
7567,1003196,77146,202401
29029,497668,582674,202401
585092,150267,937826,202401
182832,365297,714561,202401
77402,562251,518091,202401
15289,482516,597826,202401
437200,817838,262504,202401
173085,468465,611877,202401
101107,137134,950969,202401
175957,981375,98967,202401
4723,713149,367193,202401
517019,786262,294080,202401
